id,ad,tur,kategori,enlem,boylam,rakim_m,il_plaka
12538161,Künnaf Tepesi,Tepe,DAG_VE_TEPE,37.6508,42.934,2275,80
319173,Çavdar Dağı,Dağ,DAG_VE_TEPE,37.13333,33.98333,2274,78
751501,Aydağı,Dağ,DAG_VE_TEPE,41.38333,42.63333,2274,86
6970462,Navşor Tepesi,Tepe,DAG_VE_TEPE,38.36592,43.36669,2274,65
9818472,Kurunlar Tepesi,Tepe,DAG_VE_TEPE,40.06877,41.91378,2274,25
10963677,Kuluncak Tepesi,Tepe,DAG_VE_TEPE,38.52648,36.42252,2274,38
311862,Höbek Tepe,Tepe,DAG_VE_TEPE,37.82133,36.46298,2273,46
745523,Horosdağları,Dağ,DAG_VE_TEPE,40.7,39.3,2273,69
306782,Kohtepe,Tepe,DAG_VE_TEPE,39.58333,42.15,2272,25
312496,Melik Dağı,Dağ,DAG_VE_TEPE,37.26816,31.39527,2272,07
10015149,Öğle Tepesi,Tepe,DAG_VE_TEPE,40.19405,39.52094,2272,69
9806570,Hankaduman Deresi,Nehir / Akarsu,SU_KUTLESI,37.96067,43.93607,2271,65
10206410,Hündül Tepesi,Tepe,DAG_VE_TEPE,39.88988,41.58239,2271,25
10962296,Bekçi Tepesi,Tepe,DAG_VE_TEPE,38.55721,35.54026,2271,38
314414,Göçür Dağı,Dağ,DAG_VE_TEPE,39.82799,42.03772,2270,25
13712697,Büyük Gölü,Göl,SU_KUTLESI,39.67167,40.78465,2270,25
312657,Hanımyamaç Tepe,Tepe,DAG_VE_TEPE,39.03333,43.05,2269,65
10206419,Kızılkurt Dağı,Dağ,DAG_VE_TEPE,39.4332,41.64378,2269,25
10972075,Sivilginin Tepesi,Tepe,DAG_VE_TEPE,38.15223,36.60863,2269,46
319481,Devlethöyüğü Tepesi,Tepe,DAG_VE_TEPE,38.58177,37.29438,2268,58
438988,Kavga Tepesi,Dağ,DAG_VE_TEPE,37.56306,42.80667,2268,80
10331051,Boz Tepe,Tepe,DAG_VE_TEPE,39.50265,41.48767,2268,25
318654,Sandras Dağı,Tepe,DAG_VE_TEPE,37.08059,28.83909,2267,48
438606,Gora Chesalydag,Dağ,DAG_VE_TEPE,37.79722,42.75778,2267,74
10249068,Divane Tepesi,Tepe,DAG_VE_TEPE,40.62489,41.12598,2267,25
10249156,Vişneli Tepe,Tepe,DAG_VE_TEPE,40.38572,41.41266,2267,25
314840,Kenger Dağı,Dağ,DAG_VE_TEPE,37.82033,36.45989,2266,46
6611091,Akyayla Dağı,Sıradağlar,DAG_VE_TEPE,39.43806,44.19111,2266,04
9815351,Karakoç Deresi,Nehir / Akarsu,SU_KUTLESI,38.7218,44.01218,2266,65
13706799,Ağaini Tepesi,Tepe,DAG_VE_TEPE,36.87249,32.24653,2266,07
10201675,Saban Deresi,Nehir / Akarsu,SU_KUTLESI,40.336,43.23188,2265,84
10206399,Çaylak Tepesi,Tepe,DAG_VE_TEPE,39.60681,41.5185,2265,25
10249019,Doruk Tepe,Tepe,DAG_VE_TEPE,40.61467,41.04292,2265,25
10483904,Yama Daği,Dağ,DAG_VE_TEPE,38.91151,38.13202,2265,44
315583,Başyurt Tepesi,Dağ,DAG_VE_TEPE,38.82693,31.20183,2264,03
10636589,Boz Dağ,Dağ,DAG_VE_TEPE,36.86498,32.79627,2264,78
12533939,Eviş Tepesi,Dağ,DAG_VE_TEPE,37.5498,42.76722,2264,80
13712696,Taşlı Gölü,Göl,SU_KUTLESI,39.6737,40.78189,2264,25
13712771,Hasanın Gölü,Göl,SU_KUTLESI,39.67002,40.78281,2264,25
308966,Dumlu Tepe,Tepe,DAG_VE_TEPE,37.36638,34.06021,2263,71
740013,Sarıyartepeleri,Sıradağlar,DAG_VE_TEPE,40.45,38.9,2263,28
745075,Işkın Tepesi,Zirve / Doruk,DAG_VE_TEPE,40.05,40.05,2263,24
10201641,Ziyaret Tepesi,Tepe,DAG_VE_TEPE,40.98713,42.64464,2263,86
302184,Şahin Tepe,Dağ,DAG_VE_TEPE,38.665,40.64056,2261,12
306636,Konakgörmez Dağı,Dağ,DAG_VE_TEPE,39.63333,41.36667,2261,25
309966,Kara Dağ,Dağ,DAG_VE_TEPE,38.25,37.75,2261,44
10206407,Hanşeref Dağı,Dağ,DAG_VE_TEPE,39.15764,41.56878,2259,49
297248,Yelkalesi,Dağ,DAG_VE_TEPE,37.03333,34.15,2258,32
747680,Eğri Dağ,Dağ,DAG_VE_TEPE,41.1,42.93333,2258,86
9818463,Karataş Tepesi,Tepe,DAG_VE_TEPE,40.421,41.87629,2258,25
10015245,Meyri Tepesi,Tepe,DAG_VE_TEPE,40.0321,39.69651,2258,77
10206492,Körsu Deresi,Nehir / Akarsu,SU_KUTLESI,39.76543,42.01268,2258,25
10972748,Ulubaba Tepe,Tepe,DAG_VE_TEPE,37.97679,37.84183,2258,44
12538090,Diyekize Deresi,Nehir / Akarsu,SU_KUTLESI,37.64014,42.99747,2258,80
308958,Kartin Dağı,Dağ,DAG_VE_TEPE,38.48333,35.45,2257,38
10249099,Alibabagüneyi Sırtı,Sırt / Tepe Sırası,DAG_VE_TEPE,40.02321,41.47627,2257,25
738521,Üçgözlüklü Dağ,Dağ,DAG_VE_TEPE,40.08333,43.16667,2256,84
740608,Perikaya Tepesi,Tepe,DAG_VE_TEPE,41.12321,41.73355,2256,08
12255537,Şiş Tepesi,Tepe,DAG_VE_TEPE,41.10542,42.90199,2256,86
438506,Meşindağı Tepesi,Tepe,DAG_VE_TEPE,37.68886,42.34044,2255,80
10007057,Çal Tepe,Tepe,DAG_VE_TEPE,40.91129,43.66855,2255,84
310108,Karaçal Tepe,Dağ,DAG_VE_TEPE,36.3503,32.63394,2254,32
752231,Alagöz Dağı,Dağ,DAG_VE_TEPE,41.05,42.65,2254,86
10015176,Çimlidağ Tepesi,Tepe,DAG_VE_TEPE,40.29738,39.77067,2254,69
11192706,Balıkgölü Deresi,Nehir / Akarsu,SU_KUTLESI,39.73855,43.58708,2254,04
311056,İtdağı,Dağ,DAG_VE_TEPE,38.51667,36.38333,2253,38
324323,Alacadağ,Dağ,DAG_VE_TEPE,37.48768,32.11288,2253,71
10632421,Teketaşı Tepe,Tepe,DAG_VE_TEPE,36.36809,32.65557,2253,32
10916602,Dedeği Tepe,Tepe,DAG_VE_TEPE,37.5047,32.15718,2253,71
298375,Ulya Tepesi,Dağ,DAG_VE_TEPE,39.9,40.93333,2252,25
305391,Kurukandil Tepesi,Dağ,DAG_VE_TEPE,38.28333,36.66667,2252,46
322161,Balık Gölü,Göl,SU_KUTLESI,39.77583,43.56722,2251,04
438914,Mısır Tepesi,Tepe,DAG_VE_TEPE,37.45882,43.11218,2251,80
13706731,Apalakeşme Tepesi,Dağ,DAG_VE_TEPE,36.90377,32.23838,2251,07
11192733,Kesiktaş Tepesi,Tepe,DAG_VE_TEPE,39.43915,43.65354,2250,04
303852,Nemrut Gölü,Göl,SU_KUTLESI,38.61818,42.22102,2249,13
316785,Yedigöz Tepe,Tepe,DAG_VE_TEPE,37.15198,34.41701,2249,32
13712701,Kılıç Tepesi,Tepe,DAG_VE_TEPE,39.67414,40.76483,2249,25
13707372,Kartlangaz Tepesi,Dağ,DAG_VE_TEPE,36.81392,32.24444,2248,07
749266,Çermeli Çayı,Nehir / Akarsu,SU_KUTLESI,40.31667,40.61667,2247,25
10409528,Büyükkızıldağ,Dağ,DAG_VE_TEPE,40.0846,37.60645,2247,58
10867158,Gök Dağ,Dağ,DAG_VE_TEPE,36.42352,32.60563,2247,32
12484371,Bahnovan Tepesi,Tepe,DAG_VE_TEPE,38.16992,42.31307,2247,13
312890,Hakistan Dağı,Dağ,DAG_VE_TEPE,39.41667,40.36667,2246,12
315928,Eğriar Tepesi,Dağ,DAG_VE_TEPE,37.05,31.95,2246,07
746227,Gürüzdağı Tepesi,Tepe,DAG_VE_TEPE,40.21377,39.40233,2246,69
12538117,Gamer Tepesi,Tepe,DAG_VE_TEPE,37.69626,42.88256,2246,80
12538157,Sofyasuyu Tepesi,Dağ,DAG_VE_TEPE,37.6471,42.99558,2246,80
307771,Kıraç Tepe,Dağ,DAG_VE_TEPE,38.3,29.96667,2245,20
308851,Katı Dağı,Dağ,DAG_VE_TEPE,37.88567,42.81771,2245,74
312009,Höbek Dağı,Dağ,DAG_VE_TEPE,39.64904,40.3668,2245,24
10409620,Alitaşı Tepesi,Tepe,DAG_VE_TEPE,40.52128,38.38258,2245,28
10436467,Çeşme Sırtı,Sırt / Tepe Sırası,DAG_VE_TEPE,38.66263,42.28714,2245,13
11192730,Kavga Tepesi,Tepe,DAG_VE_TEPE,39.53058,43.57828,2245,04
322759,Hamzalarındağı Tepesi,Tepe,DAG_VE_TEPE,38.7816,36.30054,2244,38
11197781,Yıldırım Tepesi,Tepe,DAG_VE_TEPE,41.14173,43.14931,2244,86
305395,Kurugöl Tepesi,Dağ,DAG_VE_TEPE,39.86667,40.56667,2243,25
9818586,Küçükayı Deresi,Nehir / Akarsu,SU_KUTLESI,40.43628,42.44852,2243,25
10046436,Ambar Tepesi,Tepe,DAG_VE_TEPE,38.61346,41.35655,2243,21
298560,Üçlerbaba Tepesi,Dağ,DAG_VE_TEPE,39.71667,38.06667,2242,58
317450,Dedemmaksut Dağı,Dağ,DAG_VE_TEPE,39.9,42.96667,2242,04
6610979,Terazin Dere,Nehir / Akarsu,SU_KUTLESI,38.24083,44.23972,2242,65
10206484,Kazan Tepesi,Tepe,DAG_VE_TEPE,39.51876,41.96712,2242,25
10972656,Cinlioluk Yaylası,Yayla / Plato,YAYLA_VE_OVA,38.35143,36.64937,2242,46
13712715,Kuzu Gölü,Göl,SU_KUTLESI,39.67004,40.80388,2242,25
324426,Aktaş Tepesi,Tepe,DAG_VE_TEPE,38.86667,42.55,2241,13
744356,Karagöl Dağı,Dağ,DAG_VE_TEPE,40.56887,38.17879,2241,28
9818496,Sarıçivit Tepesi,Tepe,DAG_VE_TEPE,40.93289,42.02384,2241,25
300588,Sivri Tepe,Tepe,DAG_VE_TEPE,39.15,38.08333,2240,58
438518,Tartı Tepesi,Tepe,DAG_VE_TEPE,37.68689,42.17749,2240,74
7582988,Ferhat Yaylası,Yayla / Plato,YAYLA_VE_OVA,40.12698,37.95723,2240,58
10249155,Suma Tepesi,Tepe,DAG_VE_TEPE,40.07766,41.40989,2240,25
10409562,Giresun Dağları,Sıradağlar,DAG_VE_TEPE,40.58307,37.99428,2240,52
13199344,Gölgeli Tepesi,Dağ,DAG_VE_TEPE,36.63266,32.24206,2240,07
13712702,Sivriburun Tepesi,Dağ,DAG_VE_TEPE,39.65912,40.75359,2240,25
13712714,Dipsiz Gölü,Göl,SU_KUTLESI,39.66694,40.79929,2240,25
321304,Beyazkaya Tepesi,Dağ,DAG_VE_TEPE,38.85513,44.13436,2239,65
325117,Ahır Dağı,Dağ,DAG_VE_TEPE,37.64121,37.11395,2239,46
308861,Katrancık Dağı,Dağ,DAG_VE_TEPE,37.45331,30.32216,2238,15
312032,Hışhış Tepesi,Tepe,DAG_VE_TEPE,39.86667,38.46667,2238,24
9806573,Uzun Dağ,Dağ,DAG_VE_TEPE,37.40731,43.98463,2238,70
10716741,Çeş Tepesi,Tepe,DAG_VE_TEPE,41.12121,33.91679,2238,37
313855,Gözeli Dağı,Dağ,DAG_VE_TEPE,38.16667,42.63333,2237,13
313907,Gövelek Gölü,Göl,SU_KUTLESI,38.5504,43.61995,2237,65
745609,Hirhat Dağı,Dağ,DAG_VE_TEPE,41.5,42.56667,2237,86
305442,Kuruca Dağ,Dağ,DAG_VE_TEPE,39.56667,41.51667,2236,25
308503,Kaymaz Tepe,Dağ,DAG_VE_TEPE,38.00969,30.71425,2236,33
312701,Hamzasultan Tepe,Dağ,DAG_VE_TEPE,39.21001,35.72483,2236,38
752088,Alitaşı Tepesi,Dağ,DAG_VE_TEPE,40.45,39.21667,2236,69
9818537,Ninni Sırtı,Sırt / Tepe Sırası,DAG_VE_TEPE,40.52433,42.35074,2236,25
13712688,Kale Tepesi,Dağ,DAG_VE_TEPE,39.74298,40.81107,2236,25
316784,Koca Dağı,Dağ,DAG_VE_TEPE,37.46667,31.7,2235,71
10330898,Şehitgölü Tepesi,Tepe,DAG_VE_TEPE,39.27542,41.11515,2235,12
10331243,Kırnık Tepesi,Tepe,DAG_VE_TEPE,39.36042,40.69764,2235,12
309979,Karadağ,Dağ,DAG_VE_TEPE,37.39959,33.14862,2234,78
7572430,Eğribel Geçidi,Dağ Geçidi,DAG_VE_TEPE,40.45649,38.39729,2234,28
10330985,Güney Tepe,Tepe,DAG_VE_TEPE,39.89626,41.01654,2234,25
13707361,Gökboyun Tepesi,Dağ,DAG_VE_TEPE,36.82897,32.23802,2234,07
310547,Kaniberim Mountains,Dağ,DAG_VE_TEPE,38.45,41.61667,2233,76
319758,Rahat Dağ,Dağ,DAG_VE_TEPE,37.12675,29.82325,2233,15
743799,Kavaklık Tepesi,Tepe,DAG_VE_TEPE,40.38819,38.15319,2233,28
10330990,Ziyaret Tepesi,Tepe,DAG_VE_TEPE,39.32319,41.03654,2233,12
10870876,Sehilgüney Tepesi,Tepe,DAG_VE_TEPE,38.09828,36.1335,2233,81
13704681,Akdağ,Dağ,DAG_VE_TEPE,36.85311,32.10206,2233,07
13706789,Belenyurt Tepesi,Dağ,DAG_VE_TEPE,36.92077,32.2415,2233,07
306084,Kozkale Deresi,Nehir / Akarsu,SU_KUTLESI,37.26667,34.13333,2232,78
323829,Ulu Dere,Nehir / Akarsu,SU_KUTLESI,37.26667,34.13333,2232,78
743283,Kıranbey Tepe,Dağ,DAG_VE_TEPE,40.68333,39.56667,2232,61
9815368,Davutgölü Sırtı,Sırt / Tepe Sırası,DAG_VE_TEPE,38.46568,44.19218,2232,65
10249242,Eren Tepe,Tepe,DAG_VE_TEPE,36.90396,29.41577,2232,15
11027587,Kuşkayası Tepe,Tepe,DAG_VE_TEPE,39.47906,37.27959,2232,58
312326,Haydar Dağı,Dağ,DAG_VE_TEPE,37.05667,32.185,2231,71
12494207,Büyükgüney Tepesi,Tepe,DAG_VE_TEPE,38.36109,43.29206,2231,65
12536523,Mağaralı Tepesi,Dağ,DAG_VE_TEPE,37.54321,42.94666,2231,80
315715,Elma Dağı,Dağ,DAG_VE_TEPE,38.03333,35.78333,2230,81
737853,Yayla Tepesi,Dağ,DAG_VE_TEPE,40.04952,41.24848,2230,25
6611081,Aytepe,Dağ,DAG_VE_TEPE,39.25265,44.00619,2230,65
10869832,Kuruca Tepe,Tepe,DAG_VE_TEPE,36.49637,29.59015,2230,07
10201623,Topçuyurdu Tepesi,Tepe,DAG_VE_TEPE,40.86852,42.52352,2229,86
10330907,Ziyaret Tepesi,Tepe,DAG_VE_TEPE,39.07708,41.14433,2229,12
12663008,Kızılörü Tepesi,Dağ,DAG_VE_TEPE,36.35712,32.576,2229,07
12663018,Küçükkaya Tepesi,Dağ,DAG_VE_TEPE,36.36465,32.58203,2229,07
296060,Yusufağa Tepe,Dağ,DAG_VE_TEPE,38.88333,44.05,2228,65
438459,Siyahkale Tepesi,Tepe,DAG_VE_TEPE,37.99011,42.49242,2228,74
13706750,Ardıçlı Taş,Kaya / Kayalık Alan,DAG_VE_TEPE,36.89463,32.18521,2228,07
306789,Kofu Tepe,Dağ,DAG_VE_TEPE,36.5,29.85,2227,07
10206411,Kuşlu Tepe,Tepe,DAG_VE_TEPE,39.56043,41.58434,2227,25
10901275,Haydarlar Daği,Dağ,DAG_VE_TEPE,38.07151,38.97152,2227,76
12663060,Morca Tepesi,Dağ,DAG_VE_TEPE,36.31161,32.64393,2227,32
6970466,Irgat Dağı,Dağ,DAG_VE_TEPE,38.60852,43.69447,2226,65
10957900,Büyükkaraplı Tepesi,Tepe,DAG_VE_TEPE,39.25858,35.73864,2226,66
10015250,Dereyurdu Deresi,Nehir / Akarsu,SU_KUTLESI,39.85876,39.70206,2225,24
10331020,Yüzbaşıziyareti Tepesi,Tepe,DAG_VE_TEPE,39.51154,41.34266,2225,25
307325,Kızılca Dağ,Dağ,DAG_VE_TEPE,36.91667,29.86667,2224,07
320357,Burnueğri Tepe,Dağ,DAG_VE_TEPE,37.62944,32.03167,2224,71
324883,Akçalı Dağları,Dağ,DAG_VE_TEPE,36.35297,32.64178,2224,32
10006990,Çengel Deresi,Nehir / Akarsu,SU_KUTLESI,39.46459,43.49828,2224,04
10870020,Gelincik Dağı,Dağ,DAG_VE_TEPE,37.68756,30.57442,2224,15
13712691,Sarıkuzey Tepesi,Dağ,DAG_VE_TEPE,39.74661,40.75197,2224,25
298530,Üçtepeler,Dağ,DAG_VE_TEPE,39.65,42.85,2223,04
10483834,Sit Tepe,Tepe,DAG_VE_TEPE,38.08705,37.73257,2223,44
324608,Kilimatan Tepesi,Tepe,DAG_VE_TEPE,38.40194,30.419,2222,03
10015111,Kırmızıdağ Tepesi,Tepe,DAG_VE_TEPE,39.08041,39.30983,2222,62
10201751,Daryol Tepesi,Tepe,DAG_VE_TEPE,40.78212,43.05687,2222,84
10962295,Büyükkavak Tepesi,Tepe,DAG_VE_TEPE,38.48833,35.54655,2222,38
13706742,Battaleşme Tepesi,Dağ,DAG_VE_TEPE,36.92081,32.22125,2222,07
297775,Yama Dağı,Dağ,DAG_VE_TEPE,39.08944,37.94694,2221,58
318650,Çiçek Dağı,Dağ,DAG_VE_TEPE,39.28787,40.2749,2221,12
322941,Avcı Tepesi,Zirve / Doruk,DAG_VE_TEPE,37.08333,34.36667,2221,32
9815344,Topsakal Deresi,Nehir / Akarsu,SU_KUTLESI,38.36179,43.9394,2221,65
11028922,Karlık Tepesi,Tepe,DAG_VE_TEPE,39.43187,36.03504,2221,58
12279998,Seyran Tepesi,Tepe,DAG_VE_TEPE,40.97889,41.10347,2221,53
305857,Sultandede Tepesi,Dağ,DAG_VE_TEPE,38.53849,30.99261,2220,03
13692913,Anbarkaya Sırtı,Sırt / Tepe Sırası,DAG_VE_TEPE,36.99405,32.01807,2220,07
10140741,Karabulak Deresi,Nehir / Akarsu,SU_KUTLESI,38.17569,43.07029,2219,65
10867174,Kartaltüneği Tepesi,Tepe,DAG_VE_TEPE,36.3149,32.5911,2219,07
10867219,Karaçal Dağı,Dağ,DAG_VE_TEPE,36.89941,32.06751,2219,07
12474489,Karabuk Deresi,Nehir / Akarsu,SU_KUTLESI,38.11806,43.15488,2219,65
13712687,Oyuk Tepesi,Dağ,DAG_VE_TEPE,39.73658,40.79647,2219,25
6672088,Rūd-e Herātel,Nehir / Akarsu,SU_KUTLESI,38.49655,44.34107,2218,00
13712757,Karapınarın Deresi,Nehir / Akarsu,SU_KUTLESI,39.7513,40.79514,2217,25
744420,Kara Dağ,Dağ,DAG_VE_TEPE,41.5,42.08333,2216,08
747632,Elatan Dağı,Dağ,DAG_VE_TEPE,41.3,42.66667,2216,86
10962298,Zambik Yaylası,Yayla / Plato,YAYLA_VE_OVA,38.55596,35.3786,2216,38
11371309,T’ezharruyg,Sıradağlar,DAG_VE_TEPE,39.49591,44.14587,2216,04
11371310,T’ezharruyg,Dağ,DAG_VE_TEPE,39.49591,44.14587,2216,04
438862,Eksikdağ,Dağ,DAG_VE_TEPE,37.57083,42.78778,2215,80
10331224,Yarımca Tepesi,Tepe,DAG_VE_TEPE,39.44598,40.64125,2215,12
10963666,Otlukdağı Tepesi,Tepe,DAG_VE_TEPE,38.50079,36.29474,2215,38
12474432,Ziyaret Tepesi,Tepe,DAG_VE_TEPE,38.13007,43.43553,2215,65
13137248,Eğerbel Tepesi,Dağ,DAG_VE_TEPE,36.69921,32.3465,2215,07
324787,Akdağ,Dağ,DAG_VE_TEPE,38.28984,39.379,2214,21
436742,Harmankaya Tepesi,Dağ,DAG_VE_TEPE,36.81389,36.37389,2214,31
438747,Mercimek Tepesi,Tepe,DAG_VE_TEPE,37.66742,42.37563,2214,80
9818515,Çiçekli Sırtı,Sırt / Tepe Sırası,DAG_VE_TEPE,40.94657,42.09712,2214,25
314839,Gayrık Tepesi,Dağ,DAG_VE_TEPE,38.2959,38.73854,2213,44
9818439,Meydan Tepesi,Tepe,DAG_VE_TEPE,40.07655,41.74712,2213,25
313768,Gülbahar Tepesi,Dağ,DAG_VE_TEPE,36.83333,32.33333,2212,07
321831,Batmış Gölü,Göl,SU_KUTLESI,38.89361,42.64833,2212,13
748206,Derin Dağ,Dağ,DAG_VE_TEPE,40.25,39.55,2212,69
750119,Çadır Dağı,Dağ,DAG_VE_TEPE,40.25,39.55,2212,69
13489055,Yumrudikmeni Tepesi,Zirve / Doruk,DAG_VE_TEPE,36.90691,31.9693,2212,07
306098,Koz Tepe,Dağ,DAG_VE_TEPE,38.62306,40.67139,2211,12
747561,Elmalı Tepe,Dağ,DAG_VE_TEPE,40.3,39.35,2211,69
10436473,Dam Dağı,Dağ,DAG_VE_TEPE,38.10942,42.33539,2211,13
296126,Yund Dağı,Dağ,DAG_VE_TEPE,36.51118,32.62469,2210,32
740721,Papak Gölü,Göl,SU_KUTLESI,40.11672,42.86719,2210,84
742962,Kızılkürtüs Dağı,Dağ,DAG_VE_TEPE,40.13333,40.31667,2210,77
750236,Büyükbakacak Tepesi,Dağ,DAG_VE_TEPE,40.62464,38.91787,2210,69
10206479,Ayıyatağı Tepesi,Tepe,DAG_VE_TEPE,39.58931,41.91573,2210,25
10330900,Gökçe Dağı,Dağ,DAG_VE_TEPE,39.27458,41.11738,2210,12
10483905,Karagedik Tepesi,Tepe,DAG_VE_TEPE,38.01538,38.13397,2210,44
438668,Derece Deresi,Nehir / Akarsu,SU_KUTLESI,37.67928,43.42633,2209,80
305035,Maden Dağları,Sıradağlar,DAG_VE_TEPE,38.29067,39.37734,2208,00
305064,Lülükbaba Tepesi,Dağ,DAG_VE_TEPE,40.0,38.05,2208,58
308281,Kelan Deresi,Nehir / Akarsu,SU_KUTLESI,38.36667,43.71667,2208,65
320242,Büyük Dere,Nehir / Akarsu,SU_KUTLESI,38.36667,43.71667,2208,65
438902,Kontik Dağı,Sırt / Tepe Sırası,DAG_VE_TEPE,37.58222,43.19667,2208,80
866207,Gölyurt Geçidi,Dağ Geçidi,DAG_VE_TEPE,40.36389,40.79944,2208,25
9818500,Havzalar Sırtı,Sırt / Tepe Sırası,DAG_VE_TEPE,40.39684,42.04684,2208,25
10632106,Karagüney Dağı,Dağ,DAG_VE_TEPE,36.9775,34.02024,2208,32
311087,İsmailbaba Dağı,Dağ,DAG_VE_TEPE,39.05,44.08333,2207,65
313956,Gördük Dağları,Sıradağlar,DAG_VE_TEPE,38.04483,38.83205,2207,02
10014954,Oyrak Tepesi,Tepe,DAG_VE_TEPE,40.45044,38.62925,2207,28
10248945,Kirtil Tepesi,Tepe,DAG_VE_TEPE,40.85621,40.67959,2207,53
10870866,Kayranlık Dağı,Dağ,DAG_VE_TEPE,37.78883,36.33262,2207,46
12538167,Banyamihri Tepesi,Tepe,DAG_VE_TEPE,37.63961,42.90618,2207,80
738486,Uğrak Dağı,Dağ,DAG_VE_TEPE,41.20547,41.92795,2206,08
10006969,Aydoboğazı Deresi,Nehir / Akarsu,SU_KUTLESI,39.77015,43.30327,2206,04
10330992,Turnagölü Tepesi,Tepe,DAG_VE_TEPE,39.79293,41.06182,2206,25
10483917,Düzgünbaba Tepesi,Tepe,DAG_VE_TEPE,38.05122,38.17425,2206,02
296746,Yılan Dağı,Dağ,DAG_VE_TEPE,39.23333,38.9,2205,24
323678,Ardıçdağları,Sıradağlar,DAG_VE_TEPE,39.4,40.01667,2205,62
12662910,Göksenir Tepesi,Dağ,DAG_VE_TEPE,36.32952,32.58485,2205,07
302597,Piraziz Dağı,Dağ,DAG_VE_TEPE,38.61667,40.13333,2204,23
317081,Derbent Dağı,Dağ,DAG_VE_TEPE,38.18333,37.75,2204,44
9815339,Silil Deresi,Nehir / Akarsu,SU_KUTLESI,38.30206,43.90579,2203,65
10632520,Uluziyaret Tepe,Tepe,DAG_VE_TEPE,37.44953,36.65533,2203,46
12474503,Siyahtaşçeşme Deresi,Nehir / Akarsu,SU_KUTLESI,38.10635,43.1388,2203,65
324518,Akpınar Dağı,Dağ,DAG_VE_TEPE,38.18905,31.49792,2201,71
6970487,Gülebakan Tepesi,Tepe,DAG_VE_TEPE,39.08167,43.87808,2201,65
10201767,Susuz Sırtı,Sırt / Tepe Sırası,DAG_VE_TEPE,40.36073,43.15688,2201,84
12434389,Karadağ,Dağ,DAG_VE_TEPE,37.53284,43.07752,2201,80
737791,Yedimakinelitüfek Tepesi,Dağ,DAG_VE_TEPE,40.28333,39.23333,2200,69
738504,Üçler Tepesi,Tepe,DAG_VE_TEPE,40.49573,43.1466,2200,84
309957,Karadağ,Dağ,DAG_VE_TEPE,39.78333,38.43333,2199,24
324324,Alaca Dağ,Dağ,DAG_VE_TEPE,36.41442,29.98454,2199,07
6611036,Kurucan Deresi,Nehir / Akarsu,SU_KUTLESI,38.59611,44.16583,2199,65
10006914,Fişekli Daği,Dağ,DAG_VE_TEPE,39.65348,42.76381,2199,04
438833,Serduviyan Tepesi,Dağ,DAG_VE_TEPE,37.44944,42.92028,2198,80
10015156,Balkayası Tepesi,Tepe,DAG_VE_TEPE,40.02904,39.55373,2198,69
11024254,Karlıkçalıı Tepesi,Tepe,DAG_VE_TEPE,40.22747,37.48156,2198,58
438576,Cevizağacı Tepesi,Dağ,DAG_VE_TEPE,37.73528,42.65139,2197,74
438601,Sarıkaya Tepesi,Tepe,DAG_VE_TEPE,37.86372,42.59048,2197,74
438829,İhtiyarbaşı Tepesi,Tepe,DAG_VE_TEPE,37.46066,42.88399,2197,80
300687,Siper Tepesi,Dağ,DAG_VE_TEPE,39.4,40.46667,2196,12
305525,Kürtbelik Dağı,Dağ,DAG_VE_TEPE,38.63333,40.11667,2196,23
11192771,Ziyaret Tepesi,Tepe,DAG_VE_TEPE,39.56544,43.69937,2196,04
12663017,Borcak Tepesi,Tepe,DAG_VE_TEPE,36.36774,32.61487,2196,32
13706728,Yüksekeşme Tepesi,Tepe,DAG_VE_TEPE,36.9614,32.24037,2196,71
13712766,Tembelin Deresi,Nehir / Akarsu,SU_KUTLESI,39.6952,40.92704,2196,25
317364,Değirmi Gölü,Göl,SU_KUTLESI,38.6093,44.14218,2195,65
9815379,Mendik Deresi,Nehir / Akarsu,SU_KUTLESI,38.3929,44.29858,2195,65
12255540,Ramazantabya Tepesi,Dağ,DAG_VE_TEPE,41.1562,42.71135,2195,86
12279266,Sakaltutan Geçit,Dağ Geçidi,DAG_VE_TEPE,40.91629,42.97669,2195,86
12459178,Zamok Deresi,Nehir / Akarsu,SU_KUTLESI,37.84082,43.53784,2195,65
318524,Çığırcak Dağı,Dağ,DAG_VE_TEPE,37.23333,34.58333,2194,32
10331223,Karataş Tepesi,Tepe,DAG_VE_TEPE,39.65598,40.63737,2194,24
12662981,Bekmez Tepesi,Tepe,DAG_VE_TEPE,36.3731,32.5407,2194,07
438888,Suçıkan Dere,Nehir / Akarsu,SU_KUTLESI,37.63916,43.01151,2193,80
9818513,Boynuzlu Tepe,Tepe,DAG_VE_TEPE,40.46878,42.08184,2193,25
11197692,Hasta Dağı,Dağ,DAG_VE_TEPE,41.4116,42.21143,2193,08
12663034,Ufacıklar Tepesi,Tepe,DAG_VE_TEPE,36.32662,32.63315,2193,32
12663052,Paşlı Tepesi,Tepe,DAG_VE_TEPE,36.34982,32.66309,2193,32
742602,Köse Dağı,Dağ,DAG_VE_TEPE,40.01667,42.88333,2192,84
6611002,Akkaya Deresi,Nehir / Akarsu,SU_KUTLESI,38.39528,44.29833,2192,65
6611003,Turan Dere,Nehir / Akarsu,SU_KUTLESI,38.39528,44.29861,2192,65
10867306,Pınarcık Dağı,Dağ,DAG_VE_TEPE,37.22848,31.53689,2192,07
