id,baslik,alt_baslik,oda_tipi,gecelik_fiyat_tl,fiyat_1_gun_tl,fiyat_1_hafta_tl,fiyat_1_ay_tl,fiyat_3_ay_tl,puan,yorum_sayisi,enlem,boylam,url,resim_url
1770550704024746886,"Marakeş, Fas bölgesinde oda",Özel oda • Marakeş Havalimanı'na 15 dk. yürüme mesafesinde,Özel Oda,993,993,,,,4.67,3,31.5997,-8.0307,https://www.airbnb.com.tr/rooms/1770550704024746886,https://a0.muscache.com/im/pictures/2810059839.jpg
1762047221175925340,"Daire - Cartagena, Kolombiya","103 Denize ve havaalanına birkaç adım uzaklıkta stüdyo, Crespo",Daire,2338,2338,,,,5.0,3,10.4461,-75.5186,https://www.airbnb.com.tr/rooms/1762047221175925340,https://a0.muscache.com/im/pictures/2793536527.jpg
1763939380949890031,"Daire - Kigali, Ruanda",Umucyo Garden Studio,Daire,1703,1703,,,,,0,-1.9373,30.103,https://www.airbnb.com.tr/rooms/1763939380949890031,https://a0.muscache.com/im/pictures/2797178506.jpg
1761827817229930242,"Daire - Manta, Ekvador",Black House Manta,Daire,1460,1460,,,,,0,-0.9525,-80.6925,https://www.airbnb.com.tr/rooms/1761827817229930242,https://a0.muscache.com/im/pictures/2807444236.jpg
1528326982272454805,"Site içi konut - Kampala, Uganda","Kla CBD'de geniş tek yataklı daire; kablosuz internet bağlantısı, park yeri ",Daire / Ev,1606,1606,,,,5.0,3,0.3593,32.5849,https://www.airbnb.com.tr/rooms/1528326982272454805,https://a0.muscache.com/im/pictures/2805618503.jpg
1753010233834178046,"Daire - Tiran, Arnavutluk",Orman Çiçekleri Modern Konaklama,Daire,2919,2919,,,,5.0,3,41.3393,19.8029,https://www.airbnb.com.tr/rooms/1753010233834178046,https://a0.muscache.com/im/pictures/2775698276.jpg
1769558909515375783,"Daire - Lahor, Pakistan",Air Loft | Lüks ve Yıldızlı Stüdyo Daire | Kendi kendine giriş kaydı,Daire,1581,1581,,,,,0,31.5025,74.4477,https://www.airbnb.com.tr/rooms/1769558909515375783,https://a0.muscache.com/im/pictures/2808019598.jpg
1769873188250294245,"Santa Tecla, El Salvador bölgesinde oda",Suite Six #6 Villa Lucia | Santa Tecla,Müstakil Villa,1216,1216,,,,,0,13.6829,-89.2879,https://www.airbnb.com.tr/rooms/1769873188250294245,https://a0.muscache.com/im/pictures/2808755295.jpg
1764554668334724760,"Ev - Bluefield, Batı Virginia, Amerika Birleşik Devletleri","Trail ATV Laser Show'a yakın, jakuzi, Sky Lounge",Daire / Ev,10582,,10582,,,5.0,3,37.3191,-81.268,https://www.airbnb.com.tr/rooms/1764554668334724760,https://a0.muscache.com/im/pictures/2798800599.jpg
1768207389896170194,"Kulübe - Saskatchewan Beach, Kanada","Göl kenarında rahat, 4 mevsim kulübe kaçamağı",Daire / Ev,8840,,8840,,,,0,50.8002,-104.947,https://www.airbnb.com.tr/rooms/1768207389896170194,https://a0.muscache.com/im/pictures/2805657187.jpg
1747114865852208124,"Siliguri, Hindistan bölgesinde oda",Nap Nook'a adım atın,Özel Oda,1003,,1003,,,5.0,12,26.7662,88.4434,https://www.airbnb.com.tr/rooms/1747114865852208124,https://a0.muscache.com/im/pictures/2764282062.jpg
1667017862834151434,"Kulübe - Cerro Gordo, Meksika"," 
Avándaro'ya 10 dakika uzaklıkta dinlenme, jakuzi ve orman",Daire / Ev,13386,,,13386,,,0,19.1487,-100.1512,https://www.airbnb.com.tr/rooms/1667017862834151434,https://a0.muscache.com/im/pictures/2793509915.jpg
1760434315767082920,"Ev - Subachoque, Kolombiya","Büyük jakuzi, sauna ve manzaralı kır evi",Daire / Ev,18702,,,15585,21819,,0,4.9618,-74.1711,https://www.airbnb.com.tr/rooms/1760434315767082920,https://a0.muscache.com/im/pictures/2790437000.jpg
1762712501095700259,"Kulübe - Roscoe, New York, Amerika Birleşik Devletleri","Jakuzi, Sauna, Ateş Çukuru, Evcil Hayvanlar",Daire / Ev,33692,,,33692,,,0,41.9125,-75.0207,https://www.airbnb.com.tr/rooms/1762712501095700259,https://a0.muscache.com/im/pictures/2809780699.jpg
1760104456767762447,"Villa - Marakeş, Fas",Villa Aska | Havuzlu ve jakuzili 5 yatak odalı ,Müstakil Villa,29638,,,29638,,,0,31.5242,-7.9759,https://www.airbnb.com.tr/rooms/1760104456767762447,https://a0.muscache.com/im/pictures/2791596634.jpg
1762166961257401290,"Daire - Sa Pa, Vietnam",Huzurlu bir konaklama yeri,Daire,1674,,,1714,1633,,0,22.3345,103.8349,https://www.airbnb.com.tr/rooms/1762166961257401290,https://a0.muscache.com/im/pictures/2793736765.jpg
1760996286613434627,"Kulübe - Curtea de Argeș, Romanya",Muntilor - Vidraru Geçidi,Daire / Ev,10665,,,10665,,,0,45.13707,24.67618,https://www.airbnb.com.tr/rooms/1760996286613434627,https://a0.muscache.com/im/pictures/2791492079.jpg
1753097402075758648,"Ev - Burgohondo, İspanya","Küçük Kırmızı Ev - Aile, Havuz, Jakuzi, Evcil Hayvanlar",Daire / Ev,16760,,,16760,,,0,40.4004,-4.7671,https://www.airbnb.com.tr/rooms/1753097402075758648,https://a0.muscache.com/im/pictures/2782366100.jpg
1724233757010884433,"Ev - Joshua Tree, Kaliforniya, Amerika Birleşik Devletleri",Juniper Sky | Jakuzi • Manzaralar • 2 King Süit,Daire / Ev,12528,,,,12528,5.0,8,34.1262,-116.3331,https://www.airbnb.com.tr/rooms/1724233757010884433,https://a0.muscache.com/im/pictures/2753049375.jpg
1770328951483370162,"Ev - Punalur, Hindistan",The Verandah | Punalur - Thenmala Ecotourism yakınında,Daire / Ev,2681,,,,2681,5.0,3,9.0289,76.9242,https://www.airbnb.com.tr/rooms/1770328951483370162,https://a0.muscache.com/im/pictures/2809536716.jpg
1723358220835513661,"Ev - Palakkad, Hindistan",Madhavam Homestay - Aile Dostu 2 Yatak Odalı,Özel Oda,634,,,,634,5.0,9,10.7518,76.6433,https://www.airbnb.com.tr/rooms/1723358220835513661,https://a0.muscache.com/im/pictures/2794798702.jpg
1760015696708053481,Otel odası - Tumwater,King yataklı oda | La Quinta Tumwater | Evcil hayvan dostu,Özel Oda,8508,,,8508,,,0,47.0059931,-122.9075695,https://www.airbnb.com.tr/rooms/1760015696708053481,https://a0.muscache.com/im/pictures/2789481471.jpg
1760015738326218604,Otel odası - Tumwater,La Quinta Tumwater-Olympia | 2Q | Ücretsiz park yeri,Özel Oda,8921,,,8921,,,0,47.0059931,-122.9075695,https://www.airbnb.com.tr/rooms/1760015738326218604,https://a0.muscache.com/im/pictures/2789481482.jpg
637575330623832879,Ev - Olympia,"Heirloom Farmhouse Capitol View Clean
Sessiz I-5",Daire / Ev,15131,,,15131,,4.98,167,47.03841,-122.88489,https://www.airbnb.com.tr/rooms/637575330623832879,https://a0.muscache.com/im/pictures/1412629857.jpg
1288551464095180572,Daire - Olympia,Şehir merkezine yürüyüş mesafesinde şık yeni daire,Daire,8441,,8441,,,4.85,60,47.04323052247227,-122.88789868388245,https://www.airbnb.com.tr/rooms/1288551464095180572,https://a0.muscache.com/im/pictures/2561316174.jpg
40468276,Ev - Olympia,The Little House,Daire / Ev,8684,,8684,,,4.93,120,46.98524,-122.94863,https://www.airbnb.com.tr/rooms/40468276,https://a0.muscache.com/im/pictures/1947683889.jpg
1123492746383209987,Ev - Olympia,Sahil - Black Lake Chalet,Daire / Ev,21042,,,21042,,4.97,34,46.9913,-122.9762,https://www.airbnb.com.tr/rooms/1123492746383209987,https://a0.muscache.com/im/pictures/1927138184.jpg
1449882932447466694,Otel - Muratpaşa,Sarı oda,Özel Oda,2750,2750,,,,4.97,73,36.882,30.7096,https://www.airbnb.com.tr/rooms/1449882932447466694,https://a0.muscache.com/im/pictures/2224983675.jpg
1455015939814232591,Daire - Muratpaşa,Efsanevi 1+1 Balkonlu daire,Daire,3003,3003,,,,4.91,23,36.88564811875901,30.709968104047135,https://www.airbnb.com.tr/rooms/1455015939814232591,https://a0.muscache.com/im/pictures/2234249661.jpg
1531893705364435094,Daire - Muratpaşa,Üst süit,Daire,5240,5240,,,,4.86,35,36.8874,30.7302,https://www.airbnb.com.tr/rooms/1531893705364435094,https://a0.muscache.com/im/pictures/2370399586.jpg
1756401645871809037,Ev - Aksu,Kundu’da Havuzlu • Özel Girişli Şık Daire,Daire / Ev,3850,3850,,,,5.0,3,36.8659,30.8719,https://www.airbnb.com.tr/rooms/1756401645871809037,https://a0.muscache.com/im/pictures/2793362710.jpg
1122275289978889323,Otel - Muratpaşa,ParadiseLoft Deniz Manzaralı 503,Daire / Ev,1500,1500,1500,,,4.32,31,36.8874,30.7016,https://www.airbnb.com.tr/rooms/1122275289978889323,https://a0.muscache.com/im/pictures/1952916948.jpg
1486819659004234498,Daire - Muratpaşa,4B – Çatı Süiti | Kaleiçi'ye yürüyün,Daire,3345,3357,3333,,,4.86,28,36.89003734965638,30.701560422617703,https://www.airbnb.com.tr/rooms/1486819659004234498,https://a0.muscache.com/im/pictures/2293989061.jpg
763596979854248263,Daire - Muratpaşa,Lara Homes Sun Birinci Kat 1+1,Daire,3965,3965,,,,4.96,50,36.8492,30.7646,https://www.airbnb.com.tr/rooms/763596979854248263,https://a0.muscache.com/im/pictures/1543511290.jpg
1323223906965413754,Otel - Muratpaşa,D&D Terrace 603,Daire / Ev,3873,3873,,,,4.96,24,36.8816,30.709,https://www.airbnb.com.tr/rooms/1323223906965413754,https://a0.muscache.com/im/pictures/2114013673.jpg
1176059923021709679,Daire - Muratpaşa,Asgard Life Tertemiz Daire (Sigara içmek yasaktır),Daire,5652,5652,,,,4.94,129,36.9093,30.706,https://www.airbnb.com.tr/rooms/1176059923021709679,https://a0.muscache.com/im/pictures/2722770982.jpg
1446932999895754507,Daire - Muratpaşa,THEUhomes vıp ultra lüks stüdyo 2,Daire,4018,4018,,,,4.33,9,36.8562,30.7611,https://www.airbnb.com.tr/rooms/1446932999895754507,https://a0.muscache.com/im/pictures/2219650996.jpg
1129760170127746586,Daire - Muratpaşa,"Lara Modern Daire 5 | Geniş ve Merkezi, Asansör",Daire,6811,6811,,,,4.95,64,36.8561,30.7611,https://www.airbnb.com.tr/rooms/1129760170127746586,https://a0.muscache.com/im/pictures/1878421159.jpg
1774854983878276353,Otel - Muratpaşa,Standart Oda | Kaleiçi'yi Kendi Temponuzda Keşfedin,Özel Oda,3143,3143,,,,,0,36.8829,30.7082,https://www.airbnb.com.tr/rooms/1774854983878276353,https://a0.muscache.com/im/pictures/2818166370.jpg
1696376784026602093,Daire - Muratpaşa,"Havuzlu 1+1 Aile Evi, Lara Plajı Havalimanı 10 dk",Daire,5420,5420,,,,4.94,16,36.8877,30.8335,https://www.airbnb.com.tr/rooms/1696376784026602093,https://a0.muscache.com/im/pictures/2654595002.jpg
1191103294707168781,Daire - Muratpaşa,Antalya'da havuzlu ve balkonlu lüks daire - merkezi,Daire,7157,7157,,,,4.93,101,36.875,30.8152,https://www.airbnb.com.tr/rooms/1191103294707168781,https://a0.muscache.com/im/pictures/2675031593.jpg
37620298,Daire - Muratpaşa,Angelica De'Luxe,Daire,7833,7833,,,,4.8,204,36.84774,30.81128,https://www.airbnb.com.tr/rooms/37620298,https://a0.muscache.com/im/pictures/1017066433.jpg
1171479435481306748,Muratpaşa bölgesinde odalar,"Prima Hotel Deniz Manzara, Hamam",Özel Oda,2961,2961,,,,5.0,5,36.85531,30.74253,https://www.airbnb.com.tr/rooms/1171479435481306748,https://a0.muscache.com/im/pictures/1922289773.jpg
1655244211004489932,Otel - Muratpaşa,Tek kişilik oda+Kahvaltı,Özel Oda,1530,1530,,,,4.4,5,36.8991,30.7027,https://www.airbnb.com.tr/rooms/1655244211004489932,https://a0.muscache.com/im/pictures/2576054603.jpg
1323212911011141431,Otel - Muratpaşa,D&D Terrace 505,Daire / Ev,3873,3873,,,,5.0,3,36.8817,30.709,https://www.airbnb.com.tr/rooms/1323212911011141431,https://a0.muscache.com/im/pictures/2114005814.jpg
1389977470737671774,Otel - Muratpaşa,Tulii Rooms - Deluxe Standart Oda,Özel Oda,2638,,2638,,,4.83,36,36.8504,30.7652,https://www.airbnb.com.tr/rooms/1389977470737671774,https://a0.muscache.com/im/pictures/2124656832.jpg
1370930471386797677,Daire - Muratpaşa,BOO CİTY SUİT Şehir Merkezi Ultra Lüks Daire-9,Daire,3552,,3552,,,5.0,39,36.891618815571285,30.713932527316526,https://www.airbnb.com.tr/rooms/1370930471386797677,https://a0.muscache.com/im/pictures/2102286057.jpg
1436858748043473365,Otel - Muratpaşa,Oldtown103'e Yakın En İyi Bölge,Daire / Ev,2000,,2000,2000,,4.8,30,36.88299,30.71437,https://www.airbnb.com.tr/rooms/1436858748043473365,https://a0.muscache.com/im/pictures/2201380327.jpg
1531909386980202334,Daire - Muratpaşa,Üst süit,Daire,4021,,4021,,,4.84,57,36.8876,30.73,https://www.airbnb.com.tr/rooms/1531909386980202334,https://a0.muscache.com/im/pictures/2370432834.jpg
667846418310015901,Butik otel - Muratpaşa,Ilgın Butik Otel (N3),Daire / Ev,3330,,3330,3330,,4.74,73,36.8824,30.7058,https://www.airbnb.com.tr/rooms/667846418310015901,https://a0.muscache.com/im/pictures/2738524076.jpg
2937957,Daire - Muratpaşa, Antalya Lara’da Ferah ve Tam Donanımlı 2+1 Daire,Daire,3929,,3929,3929,,4.88,16,36.8511,30.7654,https://www.airbnb.com.tr/rooms/2937957,https://a0.muscache.com/im/pictures/1629981881.jpg
1308660357381720724,Daire - Muratpaşa,Junior Superior Süit (1+0),Daire,3342,,3342,,,4.51,76,36.8507,30.7664,https://www.airbnb.com.tr/rooms/1308660357381720724,https://a0.muscache.com/im/pictures/2066349654.jpg
1618810294519011958,Daire - Muratpaşa,"Şehir merkezinde, Eski şehir, Kale içine, Deniz",Daire,1780,,1780,,,5.0,6,36.8904,30.7056,https://www.airbnb.com.tr/rooms/1618810294519011958,https://a0.muscache.com/im/pictures/2512726174.jpg
1134779164073151180,Otel - Muratpaşa,Audo Local Deluxe Tek Kişilik,Daire / Ev,3003,,3761,,2245,4.95,65,36.8819,30.7095,https://www.airbnb.com.tr/rooms/1134779164073151180,https://a0.muscache.com/im/pictures/2078534181.jpg
36084274,Daire - Muratpaşa,"Aheste_Sade Deniz Manzaralı Daire, Güzel Tarihi Şehirde",Daire,4491,,4491,,,4.79,162,36.88393,30.70539,https://www.airbnb.com.tr/rooms/36084274,https://a0.muscache.com/im/pictures/828943201.jpg
639661518342172104,Daire - Muratpaşa,Lara Homes Corner Birinci Kat 1+1,Daire,3722,,3722,,,4.77,62,36.8491,30.7646,https://www.airbnb.com.tr/rooms/639661518342172104,https://a0.muscache.com/im/pictures/1413233056.jpg
1449909494148327728,Otel - Muratpaşa,Yeşil oda,Özel Oda,3649,,3649,,,4.98,42,36.8819,30.7096,https://www.airbnb.com.tr/rooms/1449909494148327728,https://a0.muscache.com/im/pictures/2225305771.jpg
49529769,Ev - Muratpaşa,Mavi Rahat Ruh Hali 103,Daire / Ev,3087,,3087,,,4.79,19,36.8497,30.7709,https://www.airbnb.com.tr/rooms/49529769,https://a0.muscache.com/im/pictures/1171964994.jpg
752525813872127108,Otel - Muratpaşa,03 Şehrin göbeğinde misafir villasında büyük oda,Müstakil Villa,2039,,2039,,,4.74,61,36.8911,30.7058,https://www.airbnb.com.tr/rooms/752525813872127108,https://a0.muscache.com/im/pictures/1520684303.jpg
1670121684409390266,Muratpaşa bölgesinde oda,Rahat Ev,Özel Oda,1696,,1696,,,,0,36.86807236798306,30.795734000154084,https://www.airbnb.com.tr/rooms/1670121684409390266,https://a0.muscache.com/im/pictures/2604235800.jpg
1621642498494750717,Otel - Muratpaşa,Ola'dan şehir merkezinde oda,Özel Oda,4210,,4210,,,4.63,8,36.8509,30.7632,https://www.airbnb.com.tr/rooms/1621642498494750717,https://a0.muscache.com/im/pictures/2518985997.jpg
1449911838892852751,Otel - Muratpaşa,Mavi oda.,Özel Oda,3368,,,3368,,5.0,51,36.882,30.7096,https://www.airbnb.com.tr/rooms/1449911838892852751,https://a0.muscache.com/im/pictures/2347291816.jpg
1503747651016818546,Daire - Muratpaşa,D-6*(Plaj - Havaalanı - Alışveriş Merkezi arabayla on dakika),Daire,3079,,,3079,,4.92,24,36.87309,30.83209,https://www.airbnb.com.tr/rooms/1503747651016818546,https://a0.muscache.com/im/pictures/2324029745.jpg
697144904298220715,Butik otel - Muratpaşa,Casa Maria Butik Otel - Standart Oda,Özel Oda,2245,,,2245,,4.44,124,36.88439095986824,30.70888690043124,https://www.airbnb.com.tr/rooms/697144904298220715,https://a0.muscache.com/im/pictures/1474682194.jpg
1755061155540315495,Muratpaşa bölgesinde oda,Kara Manzaralı Deluxe Oda,Özel Oda,3041,,,3041,,,0,36.8554,30.74522,https://www.airbnb.com.tr/rooms/1755061155540315495,https://a0.muscache.com/im/pictures/2806955557.jpg
1561689971571967937,Daire - Muratpaşa,Merkezi konum 4 kişilik 1+1 daire 1000 Mbps Wi-Fi.,Daire,4160,,,4160,,5.0,33,36.8942,30.7135,https://www.airbnb.com.tr/rooms/1561689971571967937,https://a0.muscache.com/im/pictures/2487766667.jpg
1128004691640328697,Otel - Muratpaşa,Audo Local Deluxe Çift Kişilik,Daire / Ev,4042,,,4042,,5.0,19,36.8819,30.7095,https://www.airbnb.com.tr/rooms/1128004691640328697,https://a0.muscache.com/im/pictures/2078531328.jpg
1478845658043855146,Daire - Muratpaşa,Dairelerimiz sizi bekliyor D7,Daire,3257,,,3257,,5.0,29,36.87473103752637,30.83208711895945,https://www.airbnb.com.tr/rooms/1478845658043855146,https://a0.muscache.com/im/pictures/2279760616.jpg
1391405959714094908,Daire - Güzeloba,"Lara Plajına 2 Km, Havuzlu Bahçeli Özel Daire",Daire,3600,,,4000,3200,4.92,24,36.85566121798075,30.811974369053114,https://www.airbnb.com.tr/rooms/1391405959714094908,https://a0.muscache.com/im/pictures/2661758253.jpg
27518088,Daire - Muratpaşa,Sultan Süiti - Giriş Katı,Daire,3566,,,3566,,4.86,268,36.88132254989747,30.706189883600718,https://www.airbnb.com.tr/rooms/27518088,https://a0.muscache.com/im/pictures/697008790.jpg
1457177734828697327,Otel - Muratpaşa,Kariva'da Tek Kişilik Oda,Özel Oda,1965,,,1965,,4.74,39,36.8818,30.7089,https://www.airbnb.com.tr/rooms/1457177734828697327,https://a0.muscache.com/im/pictures/2238876279.jpg
1399341368950135243,Otel - Muratpaşa,CasativoHotel-Standard Loft Tarzı Oda,Özel Oda,3312,,,3312,,4.87,62,36.8485,30.7668,https://www.airbnb.com.tr/rooms/1399341368950135243,https://a0.muscache.com/im/pictures/2260493512.jpg
1393225237305877707,Daire - Muratpaşa,Antalya merkez kaleiçi ve plaja yakın 5kişilik 2+1,Daire,4378,,,4865,3892,4.97,68,36.8916,30.7119,https://www.airbnb.com.tr/rooms/1393225237305877707,https://a0.muscache.com/im/pictures/2129688104.jpg
929058575019767951,Daire - Güzeloba,[Suite Garden Studio],Daire,2807,,,2807,,4.9,125,36.85549,30.78642,https://www.airbnb.com.tr/rooms/929058575019767951,https://a0.muscache.com/im/pictures/1690998935.jpg
1669547982253155040,Kamp aracı/Karavan - Muratpaşa,Antalya Lara Mobil Halk Plajında   Karavan Tatili,Daire / Ev,2541,,,2541,,5.0,36,36.85773202648975,30.735252502863894,https://www.airbnb.com.tr/rooms/1669547982253155040,https://a0.muscache.com/im/pictures/2688346465.jpg
1334145302468910978,Daire - Muratpaşa,Antalya Center Kaleiçi Apartment,Daire,9913,,,9913,,4.98,100,36.8835,30.7114,https://www.airbnb.com.tr/rooms/1334145302468910978,https://a0.muscache.com/im/pictures/2068391654.jpg
46017176,Daire - Muratpaşa,Melissa'nın Süitleri ''Soho''🗽,Daire,3929,,,,3929,4.92,175,36.85293,30.8059,https://www.airbnb.com.tr/rooms/46017176,https://a0.muscache.com/im/pictures/1157938873.jpg
746472031706834164,Daire - Muratpaşa,Mükemmel Konum • 500 Mbps Wifi • Rahat Daire,Daire,4884,,,,4884,4.97,216,36.8911,30.7116,https://www.airbnb.com.tr/rooms/746472031706834164,https://a0.muscache.com/im/pictures/1992121479.jpg
1697089838154868037,Daire - Muratpaşa,Casa Verde | Central Antalya Stay,Daire,3500,,,,3500,4.94,17,36.8881,30.7191,https://www.airbnb.com.tr/rooms/1697089838154868037,https://a0.muscache.com/im/pictures/2656295972.jpg
876482599979245077,Otel - Muratpaşa,Audo Studio Deluxe Çift Kişilik,Daire / Ev,2358,,,,2358,4.91,118,36.8812,30.7095,https://www.airbnb.com.tr/rooms/876482599979245077,https://a0.muscache.com/im/pictures/2078521654.jpg
1377491729359350918,Daire - Muratpaşa,3 Yatak Odası • 2 Banyo • Kaleiçi 5 dk.,Özel Oda,6455,,,,6455,4.95,81,36.8916,30.7119,https://www.airbnb.com.tr/rooms/1377491729359350918,https://a0.muscache.com/im/pictures/2150725767.jpg
968054242236653700,Daire - Muratpaşa,Deluxe 3/2+1 Daire,Daire,4559,,,,4559,4.82,120,36.84969,30.76364,https://www.airbnb.com.tr/rooms/968054242236653700,https://a0.muscache.com/im/pictures/2272689123.jpg
49024427,Daire - Muratpaşa,Sermest_Stanning Deniz Manzaralı Teraslı Daire,Daire,5164,,,,5164,4.76,267,36.8848,30.7045,https://www.airbnb.com.tr/rooms/49024427,https://a0.muscache.com/im/pictures/1829162158.jpg
1405169945951161277,Daire - Muratpaşa,2 yatak odası - Eski şehir 10 dakika - 500 Mbit hızlı internet.,Özel Oda,3527,,,,3527,4.96,95,36.8915,30.7119,https://www.airbnb.com.tr/rooms/1405169945951161277,https://a0.muscache.com/im/pictures/2247427165.jpg
1346465054907417405,Daire - Muratpaşa,Oldtown • Şehrin Kalbinde • Modern Ev • 1000 mbps,Daire,5754,,,,5754,4.98,98,36.8916,30.7119,https://www.airbnb.com.tr/rooms/1346465054907417405,https://a0.muscache.com/im/pictures/2212601021.jpg
698544181558554527,Butik otel - Muratpaşa,Casa Maria Hotel - Stone Room,Daire / Ev,1965,,,,1965,4.55,58,36.885,30.71,https://www.airbnb.com.tr/rooms/698544181558554527,https://a0.muscache.com/im/pictures/2296707769.jpg
1615348763886373756,Daire - Muratpaşa,Oldtown • Antalya Merkez • Modern Ev•Fast Wi-Fi,Daire,5052,,,,5052,4.97,31,36.8912,30.7116,https://www.airbnb.com.tr/rooms/1615348763886373756,https://a0.muscache.com/im/pictures/2507158105.jpg
954223932550085812,Otel - Muratpaşa,Bahçeli ve Mutfaklı ER Cassa Deluxe Üç Kişilik Stüdyo Daire,Daire / Ev,3649,,,,3649,4.92,154,36.8837,30.7081,https://www.airbnb.com.tr/rooms/954223932550085812,https://a0.muscache.com/im/pictures/1793506787.jpg
42113401,Ev - Muratpaşa,Kaleiçi'nin kalbi!,Daire / Ev,3368,,,,3368,4.65,179,36.88139,30.70523,https://www.airbnb.com.tr/rooms/42113401,https://a0.muscache.com/im/pictures/964028592.jpg
1559327965767758712,Daire - Muratpaşa,Merkezi daire • Eski Şehir’e yürüyün • Hızlı Wi-Fi,Daire,2582,,,,2582,4.97,35,36.8942,30.7135,https://www.airbnb.com.tr/rooms/1559327965767758712,https://a0.muscache.com/im/pictures/2445166191.jpg
1655664500001930692,Ev - Muratpaşa,Lara da Özel Tasarımlı Studio Daire,Daire / Ev,2807,,,,2807,4.8,10,36.851,30.7654,https://www.airbnb.com.tr/rooms/1655664500001930692,https://a0.muscache.com/im/pictures/2721356240.jpg
681992006908008200,Daire - Muratpaşa,Denize yakın güzel bir çatı katı,Daire,3368,,,3368,,4.76,100,36.86469,30.63486,https://www.airbnb.com.tr/rooms/681992006908008200,https://a0.muscache.com/im/pictures/1603918380.jpg
1734914998531065029,Konyaaltı bölgesinde oda,Plaja yürüyün • Kahvaltı dâhil,Özel Oda,3379,,,3379,,4.89,9,36.8751,30.6511,https://www.airbnb.com.tr/rooms/1734914998531065029,https://a0.muscache.com/im/pictures/2736852181.jpg
1273079740808043482,Ağaç ev - Muratpaşa,Varuna Home,Daire / Ev,5240,,,5240,,4.86,137,36.8903,30.5742,https://www.airbnb.com.tr/rooms/1273079740808043482,https://a0.muscache.com/im/pictures/2760616729.jpg
846825650662959761,Ev - Muratpaşa,deniz kenarında lüks daire,Daire / Ev,8448,,,8448,,4.89,136,36.87332,30.65445,https://www.airbnb.com.tr/rooms/846825650662959761,https://a0.muscache.com/im/pictures/1608487499.jpg
1134714187074376968,Otel - Muratpaşa,Audo Local Deluxe Tek Kişilik,Daire / Ev,3368,,,3368,,4.93,81,36.8819,30.7095,https://www.airbnb.com.tr/rooms/1134714187074376968,https://a0.muscache.com/im/pictures/1889650690.jpg
1586835157472001969,Ev - Kepez,Antalya Apart House- 2 Kişilik Stüdyo Daire,Daire / Ev,2132,,,2132,,4.58,12,36.9151,30.6577,https://www.airbnb.com.tr/rooms/1586835157472001969,https://a0.muscache.com/im/pictures/2458902068.jpg
1774621372927292284,Daire - Kepez,merkezi konumda   konforlu  apart daire,Daire,2200,,,2200,,,0,36.9098,30.6913,https://www.airbnb.com.tr/rooms/1774621372927292284,https://a0.muscache.com/im/pictures/2817496207.jpg
1632757919294677135,Daire - Konyaaltı,"(1)-konyaaltı sahiline yürüyerek 5 dk ,500 metre",Daire,3276,,,3553,3000,4.79,14,36.8732,30.6476,https://www.airbnb.com.tr/rooms/1632757919294677135,https://a0.muscache.com/im/pictures/2587270678.jpg
1165730810620566218,Daire - Muratpaşa,Süitler - Deluxe Süit,Daire,9964,,,11788,8139,4.95,184,36.8762,30.641,https://www.airbnb.com.tr/rooms/1165730810620566218,https://a0.muscache.com/im/pictures/2087580945.jpg
822837003807280039,Daire - Muratpaşa,Denize Yakın Havuzlu Deluxe Oda,Özel Oda,2470,,,2470,,4.42,59,36.86364,30.63609,https://www.airbnb.com.tr/rooms/822837003807280039,https://a0.muscache.com/im/pictures/1584334651.jpg
1624397709433154160,Daire - Muratpaşa,Evde gibi hissettiriyor | 1 yatak odası | Hızlı kablosuz internet bağlantısı N1,Özel Oda,3157,,,3157,,4.82,66,36.8952,30.6838,https://www.airbnb.com.tr/rooms/1624397709433154160,https://a0.muscache.com/im/pictures/2522439017.jpg
1224078094195574621,Ev - Muratpaşa,"Denize Sıfır, 2+1 daire",Daire / Ev,8252,,,8252,,4.75,63,36.8719,30.6542,https://www.airbnb.com.tr/rooms/1224078094195574621,https://a0.muscache.com/im/pictures/2389710120.jpg
1221573263589312834,Daire - Konyaaltı,"Kültürde denize yakın, 1+1 lüks daire",Daire,3813,,,3813,,4.87,45,36.90537,30.64896,https://www.airbnb.com.tr/rooms/1221573263589312834,https://a0.muscache.com/im/pictures/1989998186.jpg
1429842788694166912,Ev - Muratpaşa,Bahçeli Müstakil Ev/Sahile 10dk/Merkezi Konum,Daire / Ev,7017,,,,7017,4.78,9,36.9073,30.6193,https://www.airbnb.com.tr/rooms/1429842788694166912,https://a0.muscache.com/im/pictures/2188773237.jpg
803570564649238509,Daire - Konyaaltı,Minimal şık stüdyo daire,Daire,2889,,,,2889,4.96,53,36.8772,30.6522,https://www.airbnb.com.tr/rooms/803570564649238509,https://a0.muscache.com/im/pictures/1794914490.jpg
817852124331047184,Küçük ev - Muratpaşa,Doğanın İçindeki Küçük Ev /Denize İki Dakika,Daire / Ev,4210,,,,4210,4.87,109,36.86718,30.6466,https://www.airbnb.com.tr/rooms/817852124331047184,https://a0.muscache.com/im/pictures/1834715808.jpg
1772447769218795907,"Cua Nam, Vietnam bölgesinde konaklama yeri",Rahat 2 yataklı|Ara kat odası|Özel dış banyo 2,Özel Oda,788,788,,,,5.0,3,21.0234,105.8482,https://www.airbnb.com.tr/rooms/1772447769218795907,https://a0.muscache.com/im/pictures/2813701986.jpg
